Common Name,ID1,ID2,ObjType,Constellation,RA,Dec,B,V,B-V,R1,R2,Angle,Draw?,PM RA,PM Dec,RV,RV Err,Dist,Dist Err
,NGC 1528,Cr 47,OC,Perseus,63.877917,51.218056,6.83,6.40,0.43,28.200,28.200,0,No,2.18,-2.25,-10.10,0.20,1054.9,3.3
,NGC 1535,PK 206-40.1,PNeb,Eridanus,63.565704,-12.739426,12.01,12.82,-0.81,0.650,0.611,40,No,3.37,-1.63,-1.40,2.00,1214.8,93.0
,NGC 1545,Cr 49,OC,Perseus,65.202083,50.221111,7.20,6.20,1.00,34.800,34.800,0,No,-1.96,-0.08,-13.10,0.80,731.5,3.2
,NGC 1647,Cr 54,OC,Taurus,71.480833,19.078889,6.82,6.40,0.42,50.000,50.000,0,No,-1.06,-1.50,-2.30,0.40,597.0,1.1
,NGC 1664,Cr 56,OC,Auriga,72.762917,43.676111,8.02,7.60,0.42,13.600,13.600,0,No,1.70,-5.74,6.70,0.03,1362.4,7.4
,NGC 1788,,Neb,Orion,76.725000,-3.341667,,9.00,,5.000,3.000,,Yes,,,,,398.5,
,NGC 1817,Cr 60,OC,Taurus,78.139167,16.696111,,7.70,,16.000,16.000,0,No,0.49,-0.89,66.21,0.04,1814.9,9.9
,NGC 1851,C73,GC,Columba,78.528167,-40.046556,,7.10,,1.040,1.040,0,No,2.12,-0.63,320.30,0.25,34722.2,2411.3
,NGC 1857,Cr 61,OC,Auriga,80.030833,39.336111,8.08,7.00,1.08,7.400,7.400,0,No,0.55,-1.31,0.49,0.31,3125.0,39.1
,NGC 1907,Cr 66,OC,Auriga,82.032917,35.330000,8.87,8.20,0.67,9.000,9.000,0,No,-0.04,-3.42,2.56,0.10,1636.7,10.7
,NGC 1931,Sh2-237,Neb,Auriga,82.845000,34.233056,,10.10,,4.000,,,Yes,1.58,-7.55,,,3760.0,280.0
,NGC 1961,IC 2133,SpiGal,Camelopardalis,85.519365,69.378438,11.73,10.99,0.74,2.286,1.477,86,No,0.00,0.00,3934.00,1.00,63200000.0,
,NGC 1964,PGC 17436,SpiGal,Lepus,83.340667,-21.945778,11.58,10.81,0.77,2.812,1.068,32,No,0.00,0.00,1661.00,1.00,23700000.0,4916565.0
,NGC 1973/5/7,Sh2-279,Neb,Orion,83.817500,-4.785278,,7.00,,20.000,30.000,90,Yes,,,,,459.8,
The Lost Jewel of Orion,NGC 1980,Cr 72,OC,Orion,83.850000,-5.915000,,2.50,,14.000,14.000,0,No,0.46,-1.01,23.00,0.20,520.0,
,NGC 1999,,Neb,Orion,84.104167,-6.711667,,10.20,,2.000,,,Yes,,,,,459.8,
,NGC 2022,PK 196-10.1,PNeb,Orion,85.525794,9.086273,14.90,14.20,0.70,0.323,0.323,90,No,-0.33,-1.54,14.20,2.00,1882.5,279.6
Flame Nebula,NGC 2024,Sh2-277,Neb,Orion,85.429167,-1.841667,,10.00,,30.000,30.000,0,Yes,,,8.65,,413.9,
,NGC 2070,C103,OC,Dorado,84.675000,-69.100000,,7.25,,3.500,3.500,0,No,,,251.00,,48130.0,
,NGC 2126,Cr 78,OC,Auriga,90.657917,49.883056,,10.20,,12.000,12.000,0,No,0.85,-2.62,,,1338.7,7.2
,NGC 2129,Cr 77,OC,Gemini,90.275000,23.328056,7.31,6.70,0.61,6.000,6.000,0,No,0.27,-2.22,11.80,1.40,2036.7,24.9
,NGC 2158,Cr 81,OC,Gemini,91.862083,24.098889,,8.60,,5.300,5.300,0,No,-0.17,-1.99,27.37,0.41,5455.5,62.5
The 37 Cluster,NGC 2169,Cr 38/83,OC,Orion,92.125000,13.951111,5.99,5.90,0.09,5.000,5.000,0,No,-1.07,-1.66,23.00,1.50,1018.3,11.4
,NGC 2185,,Neb,Monoceros,92.500000,-6.200000,,12.00,,1.000,,,Yes,,,,,919.7,
,NGC 2186,Cr 85,OC,Orion,93.030833,5.453056,9.20,8.70,0.50,5.800,5.800,0,No,0.42,-1.99,20.10,0.20,2421.3,29.3
,NGC 2194,Cr 87,OC,Orion,93.440000,12.813056,9.03,8.50,0.53,9.000,9.000,0,No,0.54,-1.47,7.50,0.80,3802.3,43.4
,NGC 2204,Cr 88,OC,Canis Major,93.882083,-18.670000,9.35,8.60,0.75,11.800,11.800,0,No,-0.56,1.96,92.42,0.24,4784.7,68.7
,NGC 2215,Cr 90,OC,Monoceros,95.199167,-7.276944,8.85,8.45,0.40,20.800,20.800,0,No,0.44,-3.67,-2.48,1.46,979.4,4.8
,NGC 2232,Cr 93,OC,Monoceros,96.887917,-4.748889,,4.20,,61.900,61.900,0,No,-4.77,-1.90,25.77,0.11,325.6,0.3
Satellite Cluster,NGC 2244,Cr 99,OC,Monoceros,98.045000,4.913889,,4.80,,27.800,27.800,0,No,-1.60,0.18,33.62,0.70,1620.7,15.8
,NGC 2251,Cr 101,OC,Monoceros,98.680000,8.336944,7.69,7.30,0.39,14.800,14.800,0,No,0.70,-3.81,24.70,0.20,1519.8,13.9
Hubble's Variable Nebula,NGC 2261,C46,Neb,Monoceros,99.791474,8.735989,,9.00,,2.000,,,Yes,,,,,766.4,
Christmas Tree Cluster,NGC 2264,Cr 112,OC,Monoceros,100.217083,9.876944,,4.10,,8.600,8.600,0,No,-1.69,-3.73,21.65,0.35,738.6,3.8
,NGC 2266,Cr 113,OC,Gemini,100.832083,26.976111,,9.50,,5.500,5.500,0,No,-0.47,-1.27,37.89,0.69,3663.0,53.7
,NGC 2281,Cr 116,OC,Auriga,102.090833,41.060000,6.05,5.40,0.65,50.000,50.000,0,No,-2.95,-8.32,19.58,0.34,527.4,1.4
,NGC 2286,Cr 117,OC,Monoceros,101.915833,-3.166944,8.16,7.50,0.66,8.900,8.900,0,No,0.19,-1.47,35.63,2.58,2457.0,42.3
,NGC 2301,Cr 119,OC,Monoceros,102.942917,0.465000,6.30,6.00,0.30,19.400,19.400,0,No,-1.37,-2.18,26.53,1.23,881.1,3.1
,NGC 2304,Cr 120,OC,Gemini,103.753750,18.020556,,10.00,,3.000,3.000,0,No,-0.02,-1.51,39.49,4.05,4566.2,125.1
,NGC 2311,Cr 123,OC,Monoceros,104.447083,-4.610000,,9.60,,7.100,7.100,0,No,-1.34,0.93,,,2164.5,32.8
,NGC 2324,Cr 125,OC,Monoceros,106.032917,1.046111,8.83,8.40,0.43,8.300,8.300,0,No,-0.31,-0.09,41.76,0.83,5235.6,82.2
,NGC 2335,Cr 127,OC,Monoceros,106.690000,-10.023056,7.76,7.20,0.56,13.200,13.200,0,No,-0.78,-0.64,8.70,0.70,1709.4,14.6
,NGC 2343,Cr 128,OC,Monoceros,107.029167,-10.618889,7.05,6.70,0.35,7.700,7.700,0,No,0.19,-0.20,14.90,0.20,1113.6,6.2
,NGC 2353,Cr 130,OC,Monoceros,108.640833,-10.256944,7.30,7.10,0.20,13.900,13.900,0,No,-1.12,0.72,32.60,1.00,1225.5,6.0
,NGC 2354,Cr 131,OC,Canis Major,108.502917,-25.723889,7.28,6.50,0.78,18.200,18.200,0,No,-2.89,1.83,33.40,0.30,1328.0,3.5
,NGC 2355,Cr 133,OC,Gemini,109.247083,13.771944,,9.70,,7.000,7.000,0,No,-3.80,-1.09,35.28,0.04,2012.1,16.2
Thor's Helmet,NGC 2359,Sh2-298,Neb,Canis Major,109.625000,-13.226667,,10.00,,,,,Yes,,,,,3666.5,
Caroline's Cluster,NGC 2360,C58,OC,Canis Major,109.442917,-15.631111,,7.20,,18.500,18.500,0,No,0.39,5.59,27.20,0.10,1108.9,1.5
,NGC 2362,C64,OC,Canis Major,109.670833,-24.953889,,3.80,,6.200,6.200,0,No,-2.79,2.95,28.90,5.70,1347.7,10.9
,NGC 2371/2,PK 189+19.1,PNeb,Gemini,111.394535,29.490675,14.48,13.50,0.98,0.727,0.727,90,No,-1.31,-7.07,21.00,5.00,1879.0,232.3
Eskimo Nebula,NGC 2392,C39,PNeb,Gemini,112.294862,20.911800,,9.68,,0.747,0.747,90,No,-1.41,0.55,84.20,2.00,1998.4,196.9
,NGC 2395,Cr 144,OC,Gemini,111.774167,13.583889,,8.00,,14.000,14.000,0,No,-0.08,-6.12,,,459.8,
,NGC 2403,C7,SpiGal,Camelopardalis,114.214167,65.602556,8.93,8.46,0.47,10.939,6.148,128,No,0.00,0.00,133.00,0.00,3180000.0,87958.8
Intergalactic Wanderer,NGC 2419,C25,GC,Lynx,114.535458,38.881917,,10.05,,1.460,1.460,0,No,-0.02,-0.57,-20.67,0.34,83000.0,
,NGC 2420,,OC,Gemini,114.602083,21.575000,9.00,8.30,0.70,6.400,6.400,0,No,-1.19,-2.13,74.26,0.06,2754.8,22.8
,NGC 2421,Cr 151,OC,Puppis,114.050833,-20.626944,8.69,8.30,0.39,11.500,11.500,0,No,-3.13,3.10,,,2915.5,25.5
,NGC 2423,Cr 153,OC,Puppis,114.299167,-13.863056,,6.70,,32.200,32.200,0,No,-0.73,-3.63,18.50,0.17,958.0,1.6
,NGC 2438,PK 231+4.2,PNeb,Puppis,115.460499,-14.735412,,10.80,,1.173,1.173,90,No,-6.03,2.46,77.00,5.00,422.2,39.7
Bow Nebula,NGC 2440,PK 234+2.1,PNeb,Puppis,115.478792,-18.208250,,9.40,,0.547,0.547,90,No,,,62.70,2.00,1359.0,
,NGC 2451A,Cr 161,OC,Puppis,115.735833,-38.263889,,2.80,,137.500,137.500,0,No,-21.12,15.33,27.70,0.50,193.6,0.3
,NGC 2451B,Cr 161,OC,Puppis,116.127917,-37.953889,,2.80,,75.000,75.000,0,No,-9.67,4.70,14.00,0.30,367.8,0.8
,NGC 2477,C71,OC,Puppis,118.045833,-38.536944,6.64,5.80,0.84,18.000,18.000,0,No,-2.45,0.87,7.30,0.10,1503.8,2.3
,NGC 2479,Tr 8,OC,Puppis,118.762083,-17.731944,,9.60,,9.000,9.000,0,No,-4.32,1.05,,,1597.4,12.8
,NGC 2482,Cr 166,OC,Puppis,118.787083,-24.263056,7.71,7.30,0.41,17.900,17.900,0,No,-4.72,2.19,39.10,0.37,1388.9,9.6
,NGC 2489,Cr 169,OC,Puppis,119.064167,-30.060000,8.58,7.90,0.68,7.900,7.900,0,No,-2.53,2.10,37.90,0.20,2150.5,9.2
,NGC 2506,C54,OC,Monoceros,120.010000,-10.773056,8.28,7.60,0.68,10.600,10.600,0,No,-2.57,3.91,84.90,0.31,3424.7,23.5
,NGC 2509,Cr 171,OC,Puppis,120.200833,-19.056111,,9.30,,7.200,7.200,0,No,-2.71,0.76,60.83,0.24,2754.8,22.8
,NGC 2527,Cr 174,OC,Puppis,121.245833,-28.121944,6.81,6.50,0.31,49.000,49.000,0,No,-5.55,7.28,40.07,0.14,651.0,1.7
Southern Beehive,NGC 2516,Cr 172,OC,Carina,119.527083,-60.800000,,3.80,,59.500,59.500,0,No,-4.66,11.15,24.20,0.20,414.6,0.1
,NGC 2539,Cr 176,OC,Puppis,122.657917,-12.833889,7.05,6.50,0.55,22.400,22.400,0,No,-2.33,-0.58,29.30,0.10,1326.3,5.3
,NGC 2567,Cr 180,OC,Puppis,124.645000,-30.631111,7.77,7.40,0.37,7.700,7.700,0,No,-2.96,2.58,37.00,1.00,1845.0,10.2
,NGC 2571,Cr 181,OC,Puppis,124.722917,-29.775000,7.16,7.00,0.16,15.200,15.200,0,No,-4.90,4.25,44.02,10.28,1366.1,11.2
,NGC 2613,UGCA 141,SpiGal,Pyxis,128.345167,-22.973667,11.16,10.25,0.91,3.623,0.888,113,No,0.00,0.00,1676.00,3.00,31500000.0,6244245.0
,NGC 2627,Cr 188,OC,Pyxis,129.309167,-29.951944,,8.40,,10.400,10.400,0,No,-2.38,2.88,28.68,0.24,1919.4,7.4
,NGC 2655,UGC 4637,SpiGal,Camelopardalis,133.907208,78.223083,10.96,10.10,0.86,2.449,2.038,85,No,0.00,0.00,1400.00,1.00,24400000.0,8998720.0
,NGC 2681,UGC 4645,SpiGal,Ursa Major,133.386417,51.313672,11.09,10.29,0.80,1.815,1.655,28,No,0.00,0.00,692.00,11.00,16400000.0,1058456.0
UFO Galaxy,NGC 2683,UGC 4641,SpiGal,Lynx,133.172200,33.421739,10.64,9.75,0.89,4.667,1.092,44,No,0.00,0.00,411.00,1.00,8590000.0,356399.1
,NGC 2742,UGC 4779,SpiGal,Ursa Major,136.889708,60.479333,12.03,11.44,0.59,1.510,0.775,87,No,0.00,0.00,1292.00,3.00,21100000.0,4182653.0
,NGC 2768,UGC 4821,EllGal,Ursa Major,137.906250,60.037222,10.84,9.87,0.97,4.064,2.134,95,No,0.00,0.00,1353.00,5.00,22200000.0,1432788.0
,NGC 2775,C48,SpiGal,Cancer,137.583833,7.037944,11.03,10.13,0.90,2.133,1.655,155,No,0.00,0.00,1350.00,2.00,17000000.0,6269600.0
,NGC 2782,UGC 4862,SpiGal,Lynx,138.521302,40.113699,12.30,11.63,0.67,1.733,1.284,15,No,0.00,0.00,2558.00,1.00,15700000.0,3256965.0
,NGC 2787,UGC 4914,EllGal,Ursa Major,139.827483,69.203253,11.77,10.76,1.01,1.581,1.021,118,No,0.00,0.00,696.00,8.00,7410000.0,478241.4
,NGC 2808,Mel 95,GC,Carina,138.012917,-64.863500,,6.20,,1.520,1.520,0,No,1.02,0.28,103.90,0.30,16750.4,477.0
,NGC 2811,UGCA 155,SpiGal,Hydra,139.046292,-16.312722,12.23,11.27,0.96,1.256,0.436,25,No,0.00,0.00,2368.00,29.00,28100000.0,1295410.0
,NGC 2841,UGC 4966,SpiGal,Ursa Major,140.510975,50.976519,10.09,9.22,0.87,4.064,1.776,147,No,0.00,0.00,635.00,1.00,23600000.0,4569432.0
,NGC 2859,UGC 5001,SpiGal,Leo Minor,141.077213,34.513489,11.83,10.90,0.93,2.133,1.900,85,No,0.00,0.00,1688.00,1.00,29100000.0,5366040.0
,NGC 2903,UGC 5079,SpiGal,Leo,143.042125,21.500833,9.68,9.01,0.67,6.295,3.015,17,No,0.00,0.00,550.00,0.00,9200000.0,1823716.0
,NGC 2950,UGC 5176,EllGal,Ursa Major,145.646442,58.851264,11.84,10.94,0.90,1.346,0.890,145,No,0.00,0.00,1322.00,5.00,15300000.0,987462.0
,NGC 2964,UGC 5183,SpiGal,Leo,145.725958,31.847389,11.99,11.31,0.68,1.442,0.793,97,No,0.00,0.00,1318.00,3.00,15900000.0,2931960.0
,NGC 2974,UGCA 172,EllGal,Sextans,145.638667,-3.699139,11.87,10.87,1.00,1.733,1.021,40,No,0.00,0.00,1887.00,5.00,21500000.0,2378760.0
,NGC 2976,UGC 5221,SpiGal,Ursa Major,146.814417,67.916389,10.82,10.16,0.66,2.944,1.346,143,No,0.00,0.00,3.00,2.00,3630000.0,133874.4
,NGC 2985,UGC 5253,SpiGal,Ursa Major,147.592625,72.278639,11.18,10.44,0.74,2.286,1.815,0,No,0.00,0.00,1324.00,1.00,20600000.0,7597280.0
,NGC 3003,UGC 5251,SpiGal,Leo Minor,147.150208,33.421500,12.33,11.90,0.43,2.878,0.673,79,No,0.00,0.00,1480.00,1.00,20000000.0,3964600.0
,NGC 3077,UGC 5398,IrrGal,Ursa Major,150.829458,68.733917,10.61,9.85,0.76,2.685,2.234,45,No,0.00,0.00,14.00,4.00,3810000.0,122948.7
,NGC 3079,UGC 5387,SpiGal,Ursa Major,150.490848,55.679789,11.54,10.86,0.68,3.972,0.723,165,No,0.00,0.00,1106.00,1.00,20200000.0,3911124.0
Spindle Galaxy,NGC 3115,C53,EllGal,Sextans,151.308250,-7.718583,9.87,8.90,0.97,3.623,1.228,40,No,0.00,0.00,663.00,4.00,10200000.0,235110.0
Eight-Burst Nebula,NGC 3132,C74,PNeb,Vela,151.757357,-40.436427,10.14,10.01,0.13,0.750,0.750,90,No,-7.69,0.41,49.00,36.00,864.5,37.7
,NGC 3147,UGC 5532,SpiGal,Draco,154.223545,73.400749,11.43,10.61,0.82,1.945,1.733,155,No,0.00,0.00,2802.00,1.00,39300000.0,1630557.0
,NGC 3166,UGC 5516,SpiGal,Sextans,153.440742,3.424969,11.32,10.39,0.93,2.393,1.173,87,No,0.00,0.00,1183.00,1.00,22000000.0,8113600.0
,NGC 3169,UGC 5525,SpiGal,Sextans,153.562709,3.466076,11.08,10.23,0.85,2.183,1.377,45,No,0.00,0.00,1232.00,2.00,23200000.0,1069520.0
,NGC 3184,UGC 5557,SpiGal,Ursa Major,154.570258,41.424053,10.36,9.78,0.58,3.707,3.458,135,No,0.00,0.00,582.00,1.00,9680000.0,267748.8
,NGC 3190,PGC 30083,SpiGal,Leo,154.523467,21.832294,12.12,11.15,0.97,2.183,0.775,125,No,0.00,0.00,1310.00,4.00,24000000.0,4425600.0
,NGC 3193,UGC 5562,EllGal,Leo,154.603750,21.893972,11.83,10.88,0.95,1.510,1.345,20,No,0.00,0.00,1381.00,5.00,30500000.0,6327225.0
,NGC 3198,UGC 5572,SpiGal,Ursa Major,154.978967,45.549622,10.87,10.33,0.54,4.256,1.656,35,No,0.00,0.00,660.00,0.00,13400000.0,555966.0
,NGC 3201,C79,GC,Vela,154.403417,-46.412472,,6.90,,5.360,5.360,0,No,8.35,-2.00,494.34,0.14,5814.0,60.8
,NGC 3226,UGC 5617,EllGal,Leo,155.862535,19.898522,12.30,11.40,0.90,1.581,1.409,15,No,0.00,0.00,1315.00,5.00,23600000.0,1523144.0
,NGC 3227,UGC 5620,SpiGal,Leo,155.877413,19.865050,11.10,10.28,0.82,2.685,1.815,155,No,0.00,0.00,1126.00,2.00,22200000.0,8187360.0
Ghost of Jupiter,NGC 3242,C59,PNeb,Hydra,156.192223,-18.642304,11.83,12.15,-0.32,0.620,0.620,90,No,-4.56,0.66,4.70,0.90,1466.5,190.1
,NGC 3245,UGC 5663,EllGal,Leo Minor,156.826613,28.507442,11.70,10.79,0.91,1.618,0.890,177,No,0.00,0.00,1326.00,5.00,21300000.0,1374702.0
,NGC 3277,UGC 5731,SpiGal,Leo Minor,158.231042,28.511722,12.50,11.68,0.82,0.975,0.869,20,No,0.00,0.00,1415.00,3.00,25000000.0,9220000.0
,NGC 3293,Cr 224,OC,Carina,158.970000,-58.231111,4.84,4.70,0.14,7.900,7.900,0,No,-7.67,3.34,-12.00,0.60,2659.6,14.1
,NGC 3294,UGC 5753,SpiGal,Leo Minor,159.067708,37.324694,12.20,11.79,0.41,1.774,0.910,122,No,0.00,0.00,1561.00,2.00,30300000.0,6006369.0
,NGC 3310,UGC 5786,SpiGal,Ursa Major,159.691083,53.503383,11.15,10.80,0.35,1.545,1.199,10,No,0.00,0.00,993.00,3.00,17500000.0,15166900.0
,NGC 3344,UGC 5840,SpiGal,Leo Minor,160.879792,24.922222,10.45,9.86,0.59,3.540,3.229,150,No,0.00,0.00,580.00,1.00,8280000.0,1412319.6
Carina Nebula,NGC 3372,C92,Neb,Carina,161.259292,-59.699944,,3.00,,120.000,120.000,,Yes,-6.55,2.17,,,2631.6,277.0
,NGC 3377,UGC 5899,EllGal,Leo,161.926379,13.985917,11.24,10.38,0.86,2.624,1.509,35,No,0.00,0.00,665.00,2.00,10600000.0,390928.0
,NGC 3384,UGC 5911,EllGal,Leo,162.070358,12.629272,10.85,9.92,0.93,2.748,1.256,53,No,0.00,0.00,704.00,2.00,10100000.0,372488.0
,NGC 3395,UGC 5931,SpiGal,Leo Minor,162.458792,32.982861,12.40,12.07,0.33,1.045,0.614,50,No,0.00,0.00,1617.00,1.00,28800000.0,5310720.0
,NGC 3412,UGC 5952,EllGal,Leo,162.722000,13.412128,11.45,10.54,0.91,1.815,1.020,155,No,0.00,0.00,841.00,2.00,11300000.0,729302.0
,NGC 3414,UGC 5959,EllGal,Leo Minor,162.817529,27.975100,11.96,10.99,0.97,1.774,1.285,10,No,0.00,0.00,1470.00,5.00,25700000.0,1658678.0
,NGC 3432,UGC 5986,SpiGal,Leo Minor,163.129708,36.618778,11.67,11.25,0.42,3.380,0.740,38,No,0.00,0.00,613.00,4.00,13900000.0,3460266.0
,NGC 3486,UGC 6079,SpiGal,Leo Minor,165.099450,28.975136,11.05,10.53,0.52,3.540,2.623,80,No,0.00,0.00,678.00,1.00,12600000.0,2613870.0
,NGC 3489,UGC 6082,EllGal,Leo,165.077375,13.901222,11.12,10.29,0.83,1.774,1.020,70,No,0.00,0.00,677.00,2.00,11900000.0,768026.0
,NGC 3504,UGC 6118,SpiGal,Leo Minor,165.796708,27.972500,11.67,10.92,0.75,1.346,1.044,150,No,0.00,0.00,1525.00,2.00,13600000.0,5015680.0
Bubble Galaxy,NGC 3521,UGC 6150,SpiGal,Leo,166.452421,-0.035864,9.83,9.02,0.81,5.483,2.566,163,No,0.00,0.00,799.00,1.00,12100000.0,2510145.0
Pincushion Cluster,NGC 3532,C91,OC,Carina,166.417083,-58.706944,,3.00,,64.300,64.300,0,No,-10.38,5.20,4.85,0.13,484.1,0.2
,NGC 3593,UGC 6272,SpiGal,Leo,168.654167,12.817667,11.86,10.92,0.94,2.624,0.976,92,No,0.00,0.00,622.00,1.00,8950000.0,825190.0
,NGC 3607,UGC 6297,EllGal,Leo,169.227663,18.051756,10.82,9.89,0.93,2.449,1.227,120,No,0.00,0.00,930.00,3.00,22500000.0,1452150.0
,NGC 3608,UGC 6299,EllGal,Leo,169.245629,18.148683,11.70,10.76,0.94,1.581,1.285,75,No,0.00,0.00,1253.00,5.00,22600000.0,1458604.0
,NGC 3610,UGC 6319,EllGal,Ursa Major,169.605304,58.786283,11.70,10.84,0.86,1.346,1.145,135,No,0.00,0.00,1707.00,5.00,34800000.0,2245992.0
,NGC 3613,UGC 6323,EllGal,Ursa Major,169.650450,58.000003,11.82,10.89,0.93,1.945,0.932,102,No,0.00,0.00,2051.00,5.00,30100000.0,1942654.0
,NGC 3619,UGC 6330,EllGal,Ursa Major,169.839833,57.757825,12.50,11.50,1.00,1.346,1.172,45,No,0.00,0.00,1544.00,3.00,27900000.0,10289520.0
,NGC 3621,UGCA 232,SpiGal,Hydra,169.568792,-32.814056,10.18,9.56,0.62,6.152,3.537,159,No,0.00,0.00,730.00,2.00,6730000.0,186151.8
,NGC 3632,C40,EllGal,Leo,170.015879,18.452583,11.78,10.96,0.82,1.346,0.974,157,No,0.00,0.00,1494.00,3.00,22900000.0,1266828.0
Hamburger Galaxy,NGC 3628,UGC 6350,SpiGal,Leo,170.070708,13.589683,10.28,9.48,0.80,7.396,1.479,104,No,0.00,0.00,846.00,1.00,11300000.0,2239999.0
,NGC 3631,UGC 6360,SpiGal,Ursa Major,170.261975,53.169569,11.01,10.43,0.58,2.506,2.393,28,No,0.00,0.00,1156.00,1.00,8690000.0,1882862.3
,NGC 3640,UGC 6368,EllGal,Leo,170.278542,3.234833,11.36,10.44,0.92,1.991,1.581,100,No,0.00,0.00,1298.00,5.00,26900000.0,1736126.0
,NGC 3655,UGC 6396,SpiGal,Leo,170.727571,16.590031,12.30,11.65,0.65,0.774,0.512,30,No,0.00,0.00,1500.00,1.00,32500000.0,6442475.0
,NGC 3665,UGC 6426,EllGal,Ursa Major,171.181967,38.762853,11.77,10.82,0.95,1.228,1.021,30,No,0.00,0.00,2069.00,5.00,22900000.0,4750605.0
,NGC 3675,UGC 6439,SpiGal,Ursa Major,171.535750,43.585917,11.00,10.00,1.00,2.944,1.546,178,No,0.00,0.00,770.00,1.00,19200000.0,3806016.0
,NGC 3686,UGC 6460,SpiGal,Leo,171.933208,17.224183,11.89,11.32,0.57,1.618,1.256,15,No,0.00,0.00,1157.00,3.00,15900000.0,2638764.0
,NGC 3726,UGC 6537,SpiGal,Ursa Major,173.338013,47.029206,10.91,10.42,0.49,3.083,2.134,10,No,0.00,0.00,864.00,1.00,13000000.0,2576990.0
,NGC 3729,UGC 6547,SpiGal,Ursa Major,173.455517,53.125553,12.03,11.43,0.60,1.409,0.953,15,No,0.00,0.00,1060.00,1.00,21200000.0,3420620.0
,NGC 3766,C97,OC,Centaurus,174.060833,-61.616111,5.66,5.30,0.36,13.900,13.900,0,No,-6.73,0.96,-15.60,0.70,2178.6,9.5
,NGC 3810,UGC 6644,SpiGal,Leo,175.244833,11.471139,11.35,10.77,0.58,2.133,1.510,15,No,0.00,0.00,992.00,1.00,14300000.0,2834689.0
,NGC 3813,UGC 6651,SpiGal,Ursa Major,175.327738,36.546806,12.23,11.65,0.58,1.119,0.548,87,No,0.00,0.00,1468.00,5.00,19700000.0,3905131.0
,NGC 3877,UGC 6745,SpiGal,Ursa Major,176.532079,47.494344,11.79,10.99,0.80,2.748,0.643,35,No,0.00,0.00,895.00,1.00,15200000.0,3013096.0
,NGC 3893,UGC 6778,SpiGal,Ursa Major,177.010608,48.710833,11.16,10.20,0.96,2.233,1.378,165,No,0.00,0.00,967.00,1.00,16400000.0,3402180.0
,NGC 3898,UGC 6787,SpiGal,Ursa Major,177.314042,56.084361,11.60,10.70,0.90,2.183,1.286,107,No,0.00,0.00,1157.00,3.00,21900000.0,4038360.0
,NGC 3900,UGC 6786,EllGal,Leo,177.289417,27.022036,12.20,11.35,0.85,1.581,0.849,2,No,0.00,0.00,1800.00,2.00,37200000.0,3429840.0
,NGC 3912,UGC 6801,SpiGal,Leo,177.518563,26.479242,13.39,12.76,0.63,0.774,0.426,5,No,0.00,0.00,1788.00,2.00,28700000.0,5292280.0
,NGC 3938,UGC 6856,SpiGal,Ursa Major,178.206042,44.120722,10.89,10.38,0.51,2.685,2.449,29,No,0.00,0.00,808.00,2.00,21900000.0,2322057.0
,NGC 3941,UGC 6857,EllGal,Ursa Major,178.230658,36.986328,11.25,10.34,0.91,1.733,1.146,10,No,0.00,0.00,930.00,5.00,12400000.0,800296.0
,NGC 3945,UGC 6860,EllGal,Ursa Major,178.307208,60.675556,11.80,10.85,0.95,2.624,1.735,15,No,0.00,0.00,1281.00,5.00,21600000.0,3983040.0
,NGC 3949,UGC 6869,SpiGal,Ursa Major,178.423833,47.858706,11.54,11.09,0.45,1.442,0.829,120,No,0.00,0.00,800.00,1.00,17800000.0,3528494.0
,NGC 3953,UGC 6870,SpiGal,Ursa Major,178.453821,52.326772,10.84,10.07,0.77,3.459,1.733,13,No,0.00,0.00,1050.00,1.00,19000000.0,3766370.0
,NGC 3962,UGCA 253,EllGal,Crater,178.667083,-13.975028,11.62,10.67,0.95,1.285,1.119,10,No,0.00,0.00,1815.00,17.00,32300000.0,5956120.0
,NGC 3982,UGC 6918,SpiGal,Ursa Major,179.117204,55.125239,11.78,11.10,0.68,1.173,1.021,15,No,0.00,0.00,1112.00,0.00,21600000.0,697032.0
,NGC 3998,UGC 6946,EllGal,Ursa Major,179.483889,55.453589,11.61,10.66,0.95,1.346,1.120,140,No,0.00,0.00,1048.00,5.00,19400000.0,3577360.0
,NGC 4026,UGC 6985,EllGal,Ursa Major,179.854958,50.961694,11.67,10.75,0.92,2.624,0.643,178,No,0.00,0.00,985.00,5.00,17200000.0,951504.0
,NGC 4027,UGCA 260,SpiGal,Corvus,179.875708,-19.265222,11.66,11.12,0.54,1.581,1.200,167,No,0.00,0.00,1671.00,6.00,19600000.0,1084272.0
,NGC 4030,UGC 6993,SpiGal,Virgo,180.098446,-1.100094,11.42,10.60,0.82,2.084,1.509,27,No,0.00,0.00,1458.00,1.00,25000000.0,5993000.0
,NGC 4036,UGC 7005,SpiGal,Ursa Major,180.361471,61.895781,11.57,10.66,0.91,2.133,0.849,85,No,0.00,0.00,1385.00,5.00,13600000.0,2821320.0
,NGC 4038/9,C60/1,SpiGal,Corvus,180.470875,-18.867611,,11.20,,2.624,1.546,80,No,0.00,0.00,1624.00,5.00,21500000.0,495575.0
